creator_id,content_vertical,region,tenure_days,live_sessions_28d,avg_session_min,avg_concurrent_viewers,total_watch_time_hrs_28d,new_followers_28d,follower_base,follower_growth_rate_28d,unique_gifters_28d,diamonds_28d,repeat_gifter_rate,comments_per_session,community_guideline_strikes_90d,est_monthly_revenue_usd,days_since_last_live,R_score,F_score,M_score,RFM_score,cluster,segment,high_potential,high_potential_proba
C101925,Gaming,Germany,632,10,53.810168214635624,15.417758516760555,138.3,90,3566,0.0252,11,1082.0,0.387,28.7,0,5.41,0,5,4,4,13,4,Star Creators,0,0.014212551528320197
C101926,Education/Talk,Italy,245,13,5.0,79.86556031960171,86.5,117,440,0.2659,4,539.0,0.479,92.5,0,2.7,1,4,5,2,11,4,Star Creators,1,0.8529643177346129
C101927,Music & Dance,France,139,2,45.69885479913877,7.712413407890456,11.7,63,321,0.1963,3,471.0,0.169,54.3,0,2.36,2,3,1,2,6,3,Steady Core,0,0.20772642614190043
C101928,Education/Talk,Italy,172,9,8.858431100694915,60.395955414921005,80.3,24,92,0.2609,2,693.0,0.283,30.7,0,3.46,2,3,3,3,9,3,Steady Core,0,0.22090995388789728
C101929,Gaming,Italy,380,8,51.164510562087735,459.0230580435737,3131.4,35,908,0.0385,5,255.0,0.325,36.8,0,1.28,0,5,2,1,8,0,High-Reach Veterans,1,0.5123180105335298
C101930,Music & Dance,Poland,379,12,5.0,129.18208445951137,129.2,20,329,0.0608,8,166.0,0.49,58.9,1,0.83,5,2,5,1,8,1,At Risk / Dormant,0,0.48290325408279716
C101931,Music & Dance,Spain,484,16,41.98144856066137,56.551643374506206,633.1,76,633,0.1201,6,2084.0,0.299,41.6,0,10.42,0,5,5,5,15,4,Star Creators,0,0.005449459526916142
C101932,Music & Dance,Germany,485,14,56.18151063238194,185.95401947972798,2437.7,8,188,0.0426,8,193.0,0.392,76.5,0,0.96,4,2,5,1,8,0,High-Reach Veterans,0,0.02844165396731098
C101933,Education/Talk,Poland,656,8,20.056993852780856,350.5537581739902,937.5,12,535,0.0224,4,345.0,0.317,35.3,0,1.72,2,3,2,2,7,0,High-Reach Veterans,0,0.038489194787810564
C101934,Education/Talk,UK,597,12,54.368313348468135,198.66146476466002,2160.2,81,2160,0.0375,7,410.0,0.144,44.3,0,2.05,6,2,5,2,9,0,High-Reach Veterans,0,0.009460957763916429
C101935,Comedy & Lifestyle,Germany,688,8,48.989232431667624,278.5589921752556,1819.5,127,3126,0.0406,9,1649.0,0.563,13.6,0,8.25,1,4,2,5,11,0,High-Reach Veterans,0,0.02716359191128935
C101936,Beauty & Fashion,Italy,641,10,40.712370437568644,42.26112497321493,286.8,33,547,0.0603,11,1148.0,0.439,26.7,0,5.74,7,1,4,4,9,1,At Risk / Dormant,0,0.016565406008063523
C101937,Comedy & Lifestyle,Germany,694,17,52.29052738455667,76.58277755434462,1134.6,104,993,0.1047,11,528.0,0.336,43.2,0,2.64,1,4,5,2,11,4,Star Creators,0,0.011010404123235493
C101938,Music & Dance,Spain,306,11,38.49559828855021,129.03059888707227,910.6,102,685,0.1489,13,28.0,0.353,37.6,0,0.14,3,3,4,1,8,3,Steady Core,1,0.4416242293390451
C101939,Gaming,UK,88,12,44.73453954762255,44.73779925404462,400.3,43,157,0.2739,4,333.0,0.137,33.6,0,1.66,2,3,5,2,10,3,Steady Core,0,0.25797508065125463
C101940,Gaming,Spain,93,8,42.180928300215584,21.48040008055357,120.8,29,144,0.2014,1,427.0,0.214,24.4,0,2.14,1,4,2,2,8,3,Steady Core,0,0.07124813639580545
C101941,Beauty & Fashion,UK,231,10,34.81176583075783,80.55587909744148,467.4,45,635,0.0709,5,1954.0,0.487,30.6,0,9.77,0,5,4,5,14,4,Star Creators,0,0.3040051717063607
C101942,Comedy & Lifestyle,Poland,22,5,28.657463927837917,68.121308656216,162.7,30,61,0.4918,2,25.0,0.219,48.2,0,0.12,2,3,1,1,5,2,Rising Talent,1,0.9226043570396898
C101943,Comedy & Lifestyle,Italy,364,8,18.816321021033325,58.393955317500364,146.5,44,252,0.1746,5,914.0,0.175,45.2,0,4.57,0,5,2,4,11,3,Steady Core,0,0.09616993793341458
C101944,Comedy & Lifestyle,UK,169,11,34.43919347475655,20.69024554995922,130.6,19,176,0.108,3,488.0,0.101,78.9,0,2.44,1,4,4,2,10,3,Steady Core,0,0.2052248678785323
C101945,Music & Dance,UK,616,11,37.8570158097118,77.13248172957948,535.3,65,1732,0.0375,18,1499.0,0.158,92.6,0,7.5,4,2,4,5,11,4,Star Creators,0,0.02747751934418489
C101946,Music & Dance,UK,674,11,31.133745743420647,87.11166189947123,497.2,41,1008,0.0407,8,200.0,0.483,61.5,0,1.0,3,3,4,1,8,3,Steady Core,0,0.020544348548101943
C101947,Gaming,Germany,520,8,57.33696807258043,103.73532742487387,793.0,101,2244,0.045,10,1961.0,0.442,76.7,0,9.8,2,3,2,5,10,4,Star Creators,0,0.05153054983653978
C101948,Beauty & Fashion,Poland,356,10,17.416900732165807,20.549660221033484,59.7,44,136,0.3235,3,933.0,0.529,35.3,0,4.66,3,3,4,4,11,4,Star Creators,0,0.442806357853721
C101949,Music & Dance,Germany,687,12,42.15557140162079,105.6899861483334,891.1,31,261,0.1188,13,529.0,0.225,61.1,1,2.64,0,5,5,2,12,3,Steady Core,0,0.0350493827307818
C101950,Gaming,Italy,470,10,62.99411480810254,56.9361928541048,597.8,41,769,0.0533,12,46.0,0.131,30.9,0,0.23,0,5,4,1,10,3,Steady Core,0,0.010426428986734914
C101951,Beauty & Fashion,UK,381,10,48.63694028899329,101.61909284875308,823.7,22,156,0.141,5,1185.0,0.153,74.0,0,5.92,3,3,4,4,11,4,Star Creators,0,0.3782694206653373
C101952,Education/Talk,Poland,98,5,58.56884910410517,346.5627851738466,1691.5,65,261,0.249,3,157.0,0.273,40.8,0,0.78,2,3,1,1,5,0,High-Reach Veterans,1,0.7091288402879157
C101953,Comedy & Lifestyle,Poland,187,15,30.05903504029458,64.60335011599996,485.5,55,304,0.1809,1,625.0,0.537,53.5,0,3.12,2,3,5,3,11,4,Star Creators,0,0.24302408421374774
C101954,Cooking & Food,France,307,11,44.426105791619825,54.24675354228259,441.8,27,521,0.0518,3,1095.0,0.191,38.4,1,5.48,8,1,4,4,9,1,At Risk / Dormant,0,0.044337061534703355
C101955,Cooking & Food,Italy,666,9,18.10267184306162,114.81957088671821,311.8,39,1700,0.0229,5,3167.0,0.749,56.7,0,15.84,0,5,3,5,13,4,Star Creators,0,0.06833431524266607
C101956,Education/Talk,Poland,195,8,33.948079729027086,92.7322423450614,419.7,21,275,0.0764,2,1047.0,0.095,4.5,0,5.24,9,1,2,4,7,1,At Risk / Dormant,0,0.04241804276369978
C101957,Music & Dance,UK,320,12,41.95576168978624,5.0,42.0,10,199,0.0503,3,3340.0,0.295,27.8,0,16.7,7,1,5,5,11,4,Star Creators,0,0.03861471510283548
C101958,Education/Talk,UK,499,11,28.998636498732832,80.22935502381362,426.5,57,1923,0.0296,4,1370.0,0.157,60.3,0,6.85,9,1,4,5,10,1,At Risk / Dormant,0,0.012989332687058703
C101959,Comedy & Lifestyle,Poland,134,4,34.008708705541935,93.71943310611002,212.5,8,54,0.1481,1,175.0,0.077,36.6,0,0.88,4,2,1,1,4,3,Steady Core,0,0.09886528759454889
C101960,Gaming,Germany,525,11,33.11923330504765,20.35794029630063,123.6,51,1770,0.0288,5,606.0,0.183,14.0,0,3.03,7,1,4,3,8,1,At Risk / Dormant,0,0.008523777281183696
C101961,Music & Dance,Italy,432,10,26.343320683516943,104.79296159574844,460.1,85,1722,0.0494,3,1781.0,0.232,62.9,0,8.9,18,1,4,5,10,1,At Risk / Dormant,0,0.2206140105470757
C101962,Comedy & Lifestyle,UK,565,13,55.0231329785999,186.7414273225304,2226.3,146,4701,0.0311,16,752.0,0.317,95.0,0,3.76,2,3,5,3,11,0,High-Reach Veterans,0,0.030651071238361288
C101963,Music & Dance,Poland,571,12,41.94222494395174,371.4493185752824,3115.9,37,341,0.1085,11,1688.0,0.378,55.9,0,8.44,7,1,5,5,11,0,High-Reach Veterans,0,0.06468560465200944
C101964,Music & Dance,UK,193,9,49.42801260638708,79.17757647511253,587.0,18,171,0.1053,6,622.0,0.215,52.6,2,3.11,9,1,3,3,7,1,At Risk / Dormant,0,0.27392456909678303
C101965,Education/Talk,Poland,556,11,41.20231837468211,137.2790782817003,1037.0,13,465,0.028,6,418.0,0.131,26.7,0,2.09,1,4,4,2,10,3,Steady Core,0,0.007493736328421949
C101966,Beauty & Fashion,Italy,459,15,35.820896376650325,103.72334196932647,928.9,75,1403,0.0535,7,271.0,0.145,74.1,0,1.36,2,3,5,1,9,3,Steady Core,0,0.0340584702870463
C101967,Music & Dance,Poland,477,9,47.30968864810036,26.33757524654559,186.9,49,455,0.1077,5,661.0,0.119,46.7,0,3.3,3,3,3,3,9,3,Steady Core,0,0.014135879428937513
C101968,Beauty & Fashion,France,571,12,30.418741699534678,360.14702448533507,2191.0,29,661,0.0439,7,626.0,0.305,43.8,0,3.13,1,4,5,3,12,0,High-Reach Veterans,0,0.025078854875141898
C101969,Gaming,Poland,230,10,67.53114363326753,82.88586288915002,932.9,19,222,0.0856,8,337.0,0.386,17.6,0,1.68,1,4,4,2,10,3,Steady Core,0,0.21509063898059747
C101970,Gaming,Poland,160,5,55.693405709436455,47.26502814090499,219.4,58,506,0.1146,3,738.0,0.241,32.6,0,3.69,1,4,1,3,8,3,Steady Core,0,0.10195168889279242
C101971,Comedy & Lifestyle,Italy,566,10,40.56709006530009,228.06064575932248,1542.0,4,90,0.0444,6,1846.0,0.36,53.2,1,9.23,2,3,4,5,12,0,High-Reach Veterans,0,0.032006434716537475
C101972,Beauty & Fashion,Poland,357,13,28.29418346050905,34.58766981566359,212.0,98,745,0.1315,9,580.0,0.219,10.4,0,2.9,1,4,5,3,12,4,Star Creators,0,0.08929825925082568
C101973,Music & Dance,Italy,153,8,43.18299356678293,86.11750383363493,495.8,12,117,0.1026,6,913.0,0.224,38.8,0,4.57,2,3,2,4,9,1,At Risk / Dormant,0,0.18038987259981148
C101974,Beauty & Fashion,France,582,11,41.26432274557619,65.84867307738803,498.2,96,3064,0.0313,7,1799.0,0.272,59.8,0,9.0,6,2,4,5,11,4,Star Creators,0,0.015386021562163786
C101975,Cooking & Food,Italy,355,10,54.624146318642445,31.695720995127843,288.6,14,121,0.1157,4,720.0,0.611,44.4,0,3.6,3,3,4,3,10,4,Star Creators,0,0.27463685484053035
C101976,Beauty & Fashion,UK,188,7,14.404286830024333,50.38617684456101,84.7,38,408,0.0931,4,975.0,0.415,55.6,0,4.88,1,4,2,4,10,4,Star Creators,0,0.3695703090130482
C101977,Music & Dance,Italy,643,10,58.36560779351467,132.6786441828289,1290.6,52,975,0.0533,12,776.0,0.229,29.6,1,3.88,0,5,4,3,12,3,Steady Core,0,0.015155736953972368
C101978,Comedy & Lifestyle,France,185,5,59.68598273443144,52.236280079691056,259.8,68,340,0.2,2,702.0,0.095,35.5,0,3.51,6,2,1,3,6,1,At Risk / Dormant,0,0.060073825972240195
C101979,Comedy & Lifestyle,Spain,45,8,14.60410639413475,193.56527293530485,376.9,16,50,0.32,3,396.0,0.106,49.0,0,1.98,2,3,2,2,7,3,Steady Core,0,0.420803316554595
C101980,Beauty & Fashion,Poland,9,11,32.282736849030876,40.385353686430456,239.0,48,106,0.4528,2,824.0,0.073,25.0,0,4.12,14,1,4,3,8,2,Rising Talent,0,0.36049796121002164
C101981,Comedy & Lifestyle,Italy,70,9,21.887064964317574,33.54044963122092,110.1,15,50,0.3,2,523.0,0.293,25.1,0,2.62,1,4,3,2,9,3,Steady Core,0,0.19714815469999394
C101982,Music & Dance,Poland,35,6,53.89532742770218,51.499051224954954,277.6,31,50,0.62,3,70.0,0.433,31.5,0,0.35,0,5,1,1,7,2,Rising Talent,1,0.8691404627774995
C101983,Music & Dance,Germany,378,12,38.51215681906673,143.7545867002696,1107.3,80,588,0.1361,8,509.0,0.327,22.8,0,2.54,0,5,5,2,12,4,Star Creators,0,0.15379104410409075
C101984,Gaming,UK,529,8,39.65749679615774,131.20644451287345,693.8,42,1400,0.03,8,2147.0,0.417,27.8,0,10.74,0,5,2,5,12,4,Star Creators,0,0.01946148212015505
C101985,Gaming,UK,103,8,34.60099546898746,144.64114378055396,667.3,24,154,0.1558,3,1263.0,0.489,55.6,0,6.32,1,4,2,4,10,4,Star Creators,0,0.574493129396662
C101986,Comedy & Lifestyle,Germany,448,11,52.67281921525262,102.49035284949791,989.7,12,191,0.0628,8,1508.0,0.528,11.7,0,7.54,0,5,4,5,14,4,Star Creators,0,0.11157051337438845
C101987,Music & Dance,Germany,209,7,49.9661427316637,6.381257479794607,37.2,38,210,0.181,5,799.0,0.164,43.2,0,4.0,0,5,2,3,10,3,Steady Core,0,0.11797754679951185
C101988,Music & Dance,Italy,417,12,50.003071898773285,103.07571163242541,1030.8,77,849,0.0907,4,1143.0,0.163,59.9,0,5.72,1,4,5,4,13,4,Star Creators,0,0.19280136725482458
C101989,Comedy & Lifestyle,Germany,27,6,43.02072648265507,47.24877214326467,203.3,51,115,0.4435,0,660.0,0.036,25.8,0,3.3,5,2,1,3,6,2,Rising Talent,0,0.2904738254436728
C101990,Comedy & Lifestyle,Spain,557,9,50.125467687799365,191.14441866904832,1437.2,99,1532,0.0646,8,408.0,0.228,26.9,0,2.04,5,2,3,2,7,0,High-Reach Veterans,0,0.009715580351085077
C101991,Gaming,Poland,108,8,37.28450661258618,7.18883858306132,35.7,27,113,0.2389,6,737.0,0.338,23.3,0,3.68,0,5,2,3,10,3,Steady Core,0,0.16397858355816405
C101992,Education/Talk,Poland,52,6,66.5627839944253,60.503360898218055,402.7,15,50,0.3,0,106.0,0.47,41.4,0,0.53,11,1,1,1,3,1,At Risk / Dormant,0,0.6302324609683414
C101993,Gaming,France,72,8,19.77369447806665,85.26489136107087,224.8,20,50,0.4,2,624.0,0.194,56.5,0,3.12,0,5,2,3,10,2,Rising Talent,0,0.7319138690891882
C101994,Comedy & Lifestyle,Germany,609,10,10.477906769073556,115.33311758434292,201.4,48,687,0.0699,8,1134.0,0.434,56.2,0,5.67,0,5,4,4,13,4,Star Creators,0,0.03486888954596843
C101995,Education/Talk,Germany,170,6,8.656770617958543,90.00697705882324,77.9,55,278,0.1978,0,454.0,0.414,42.9,0,2.27,0,5,1,2,8,3,Steady Core,0,0.2356378352505047
C101996,Cooking & Food,Spain,117,4,5.0,18.36428724242628,6.1,58,323,0.1796,2,503.0,0.272,43.6,0,2.52,0,5,1,2,8,3,Steady Core,0,0.13909849222689832
C101997,Gaming,UK,344,12,54.11705666676453,144.45136609481207,1563.5,32,632,0.0506,4,628.0,0.355,85.2,0,3.14,3,3,5,3,11,4,Star Creators,0,0.4657288591745809
C101998,Gaming,UK,129,8,51.92461858708754,20.29945718184442,140.5,37,196,0.1888,5,500.0,0.144,5.4,0,2.5,0,5,2,2,9,3,Steady Core,0,0.11315669475584862
C101999,Beauty & Fashion,Poland,711,6,53.11664737663392,58.69702678387028,311.8,59,680,0.0868,9,661.0,0.289,31.1,1,3.3,4,2,1,3,6,1,At Risk / Dormant,0,0.012317432598986279
C102000,Beauty & Fashion,Poland,453,12,19.15042677941717,117.05503175925402,448.3,10,159,0.0629,11,1044.0,0.19,64.8,0,5.22,1,4,5,4,13,4,Star Creators,0,0.032192129868678566
C102001,Beauty & Fashion,Italy,617,8,46.18192182118251,321.7861266628317,1981.4,19,186,0.1022,6,523.0,0.225,29.5,0,2.62,1,4,2,2,8,0,High-Reach Veterans,0,0.043534041450545034
C102002,Cooking & Food,Spain,297,9,34.05974288562761,181.86820091075163,929.2,18,72,0.25,2,1159.0,0.091,16.1,0,5.8,9,1,3,4,8,1,At Risk / Dormant,0,0.15145967612820693
C102003,Beauty & Fashion,France,677,12,37.49879748733789,121.59716490622152,911.9,57,1688,0.0338,3,1131.0,0.246,51.1,0,5.66,0,5,5,4,14,4,Star Creators,0,0.015041226037095073
C102004,Beauty & Fashion,France,418,6,44.384343430244115,15.429467412231881,68.5,53,1458,0.0364,4,2473.0,0.574,95.6,0,12.36,7,1,1,5,7,1,At Risk / Dormant,0,0.6192177339374995
C102005,Comedy & Lifestyle,Spain,621,13,27.204139794172846,63.88065929391972,376.5,161,5869,0.0274,4,1008.0,0.543,12.2,0,5.04,1,4,5,4,13,4,Star Creators,0,0.018282956142385662
C102006,Music & Dance,France,287,14,95.95135814038751,60.300273979443325,1350.0,37,582,0.0636,3,189.0,0.381,81.0,1,0.94,18,1,5,1,7,1,At Risk / Dormant,0,0.3599048873428469
C102007,Comedy & Lifestyle,UK,49,8,63.22493524874985,5.0,42.1,21,53,0.3962,1,712.0,0.635,19.1,0,3.56,15,1,2,3,6,1,At Risk / Dormant,1,0.7027754581583548
C102008,Gaming,France,492,13,32.42929282808351,34.5727181465653,242.9,86,2635,0.0326,6,2344.0,0.177,34.9,0,11.72,7,1,5,5,11,4,Star Creators,0,0.007619245819415784
C102009,Music & Dance,France,602,12,24.23060787439472,217.837642066882,1055.7,20,645,0.031,12,988.0,0.341,62.0,0,4.94,8,1,5,4,10,0,High-Reach Veterans,0,0.024403084351852993
C102010,Gaming,Spain,709,18,40.41772508751555,356.591350705477,4323.8,77,2511,0.0307,8,1367.0,0.326,37.2,0,6.84,6,2,5,4,11,0,High-Reach Veterans,0,0.05541518480449227
C102011,Gaming,Spain,57,5,45.280651984476755,97.80697284402584,369.1,32,55,0.5818,3,237.0,0.15,55.8,0,1.18,3,3,1,1,5,2,Rising Talent,1,0.9362077216696862
C102012,Cooking & Food,France,216,10,48.435017450843425,32.70087418800024,264.0,22,67,0.3284,3,1135.0,0.165,31.0,0,5.68,6,2,4,4,10,1,At Risk / Dormant,0,0.15527980473688652
C102013,Gaming,Germany,132,11,20.96302359177013,88.26748382864945,339.2,24,114,0.2105,1,797.0,0.264,61.9,0,3.98,3,3,4,3,10,4,Star Creators,0,0.3146335501688951
C102014,Music & Dance,Spain,498,11,51.06699539238374,99.79831214858643,934.3,40,1274,0.0314,10,625.0,0.2,26.1,0,3.12,7,1,4,3,8,1,At Risk / Dormant,0,0.01182642583339479
C102015,Music & Dance,Italy,515,10,15.684207023911615,38.15616338812203,99.7,37,826,0.0448,16,359.0,0.327,59.9,0,1.8,10,1,4,2,7,1,At Risk / Dormant,0,0.019786626237476315
C102016,Beauty & Fashion,Italy,587,10,41.54536390116678,107.1573409523486,742.0,64,726,0.0882,9,1160.0,0.677,31.0,0,5.8,5,2,4,4,10,4,Star Creators,0,0.055339127570348694
C102017,Cooking & Food,UK,264,6,31.718064858472776,82.70980865911844,262.3,69,862,0.08,4,355.0,0.626,24.5,0,1.78,13,1,1,2,4,1,At Risk / Dormant,0,0.2656214265570363
C102018,Gaming,France,194,9,76.86023572114374,26.860733023456405,309.7,41,288,0.1424,6,78.0,0.529,17.3,0,0.39,2,3,3,1,7,3,Steady Core,0,0.22357211357120965
C102019,Education/Talk,Germany,236,9,12.990958020375329,16.307364501138576,31.8,75,1139,0.0658,2,123.0,0.052,14.0,0,0.62,10,1,3,1,5,1,At Risk / Dormant,0,0.03769990407519344
C102020,Cooking & Food,UK,195,9,52.781169436233995,32.089389568533846,254.1,21,73,0.2877,3,682.0,0.183,33.9,0,3.41,1,4,3,3,10,3,Steady Core,0,0.15331233948984097
C102021,Music & Dance,France,421,7,12.27528896425874,218.38282016611808,312.7,67,1442,0.0465,9,297.0,0.153,23.1,0,1.48,0,5,2,1,8,3,Steady Core,0,0.093300022935272
C102022,Cooking & Food,Spain,16,8,14.337253589707315,60.02975967129901,114.8,23,50,0.46,1,794.0,0.461,11.7,0,3.97,0,5,2,3,10,2,Rising Talent,0,0.3949344757816834
C102023,Gaming,Italy,120,9,11.812297947501026,37.20409932979705,65.9,48,388,0.1237,4,279.0,0.342,88.3,2,1.4,0,5,3,1,9,3,Steady Core,0,0.5806972993248843
C102024,Music & Dance,Poland,82,12,50.38187586479555,25.13655100389609,253.3,34,117,0.2906,3,464.0,0.284,36.9,0,2.32,6,2,5,2,9,1,At Risk / Dormant,0,0.41562872117896743
C102025,Beauty & Fashion,Germany,682,9,17.394517838693996,92.47255734260702,241.3,140,5800,0.0241,7,874.0,0.407,25.5,2,4.37,2,3,3,4,10,4,Star Creators,0,0.008990042043204019
C102026,Comedy & Lifestyle,Poland,508,10,16.991281533910715,31.689035726166136,89.7,31,152,0.2039,7,993.0,0.317,9.3,0,4.96,1,4,4,4,12,4,Star Creators,0,0.022395856699739793
C102027,Cooking & Food,Italy,91,5,36.13943832313318,44.98715470858006,135.5,63,89,0.7079,1,409.0,0.465,32.5,0,2.04,6,2,1,2,5,2,Rising Talent,1,0.855731384417427
C102028,Beauty & Fashion,Poland,55,7,41.77663078812036,32.864465978129275,160.2,14,50,0.28,3,173.0,0.062,53.2,0,0.86,0,5,2,1,8,3,Steady Core,0,0.2576896744366106
C102029,Education/Talk,Spain,501,16,39.15751351848038,5.0,52.2,33,753,0.0438,2,762.0,0.569,38.9,0,3.81,0,5,5,3,13,4,Star Creators,0,0.02348866822347036
C102030,Beauty & Fashion,France,695,9,32.56671276467671,70.7868420997379,345.8,92,2256,0.0408,12,905.0,0.219,67.7,0,4.53,2,3,3,4,10,4,Star Creators,0,0.014420738592451956
C102031,Music & Dance,Spain,393,18,81.16373783252499,5.4457807726149134,132.6,5,50,0.1,8,557.0,0.299,72.8,0,2.78,0,5,5,3,13,4,Star Creators,0,0.2656298923001202
C102032,Music & Dance,Poland,395,14,48.34380719171842,107.94969097475396,1217.7,42,725,0.0579,11,1569.0,0.362,32.0,0,7.84,1,4,5,5,14,4,Star Creators,0,0.2544169045203328
C102033,Cooking & Food,Spain,224,6,44.73110350339205,16.367751180384044,73.2,17,161,0.1056,5,428.0,0.35,29.6,0,2.14,4,2,1,2,5,1,At Risk / Dormant,0,0.09378967714249428
C102034,Education/Talk,Italy,707,7,40.85821507388432,19.06446619396029,90.9,27,760,0.0355,9,1808.0,0.145,60.9,0,9.04,1,4,2,5,11,4,Star Creators,0,0.013938724641120113
C102035,Beauty & Fashion,Germany,352,6,18.531855676179738,52.33852622120218,97.0,22,105,0.2095,4,308.0,0.246,8.7,0,1.54,0,5,1,2,8,3,Steady Core,0,0.051695437403408845
C102036,Gaming,Spain,236,6,51.8979782742363,48.817229539213166,253.4,23,347,0.0663,6,55.0,0.079,27.0,0,0.28,2,3,1,1,5,3,Steady Core,0,0.05263844785622118
C102037,Gaming,Italy,261,7,30.19564839354374,84.11627307863321,296.3,18,206,0.0874,6,961.0,0.115,39.0,0,4.8,2,3,2,4,9,3,Steady Core,0,0.13721811631113076
C102038,Beauty & Fashion,Germany,242,11,33.63520792941146,18.53875137164588,114.3,13,75,0.1733,5,253.0,0.189,52.7,0,1.27,1,4,4,1,9,3,Steady Core,0,0.177928541357049
C102039,Beauty & Fashion,France,32,12,39.58104022840139,92.84694611182849,735.0,13,50,0.26,2,134.0,0.265,48.6,0,0.67,0,5,5,1,11,3,Steady Core,1,0.715870271338379
C102040,Comedy & Lifestyle,Poland,590,8,6.76053834620541,166.3189057315729,149.9,17,274,0.062,12,367.0,0.444,24.7,0,1.84,5,2,2,2,6,1,At Risk / Dormant,0,0.015316916939513214
C102041,Music & Dance,France,267,10,14.11470858411129,195.01806858937786,458.8,51,527,0.0968,5,1750.0,0.238,66.2,0,8.75,0,5,4,5,14,0,High-Reach Veterans,0,0.5432043617182625
C102042,Music & Dance,UK,277,10,63.23445386370249,63.39348975124684,668.1,23,183,0.1257,4,2903.0,0.085,111.5,0,14.52,12,1,4,5,10,1,At Risk / Dormant,0,0.46378952186160766
C102043,Gaming,Italy,129,13,30.052563961219008,23.20659235620065,151.1,10,79,0.1266,4,809.0,0.437,59.0,0,4.04,0,5,5,3,13,4,Star Creators,0,0.44963892929912497
C102044,Comedy & Lifestyle,Germany,662,10,29.618445687872146,327.2646804923135,1615.5,100,4510,0.0222,4,385.0,0.362,36.2,0,1.92,4,2,4,2,8,0,High-Reach Veterans,0,0.03718589221097254
C102045,Comedy & Lifestyle,Spain,263,8,43.12106235464665,107.89670945981143,620.3,51,240,0.2125,5,202.0,0.377,54.6,0,1.01,0,5,2,1,8,3,Steady Core,0,0.5200622686615637
C102046,Gaming,France,662,10,35.05789325180635,88.00717411416036,514.2,30,191,0.1571,10,4603.0,0.301,20.5,0,23.02,3,3,4,5,12,4,Star Creators,0,0.03886917052723733
C102047,Comedy & Lifestyle,Germany,427,8,47.45339958333811,78.14853752711444,494.5,150,1373,0.1092,5,465.0,0.5,9.2,0,2.33,0,5,2,2,9,3,Steady Core,0,0.12100944045393557
C102048,Music & Dance,Italy,265,13,44.50312511970564,49.888687793318525,481.0,103,1194,0.0863,9,2331.0,0.127,61.2,1,11.66,0,5,5,5,15,4,Star Creators,0,0.20612291171855684
C102049,Gaming,UK,53,8,45.574853103248074,89.04556800226207,541.1,34,50,0.68,2,797.0,0.438,58.1,2,3.98,7,1,2,3,6,2,Rising Talent,1,0.9621451359724864
C102050,Music & Dance,France,531,9,31.813761390276078,138.24777296329387,659.7,118,3579,0.033,9,2937.0,0.452,47.5,0,14.68,2,3,3,5,11,4,Star Creators,0,0.015392386562327989
C102051,Music & Dance,Poland,214,12,49.27509905397809,97.96380354072605,965.4,12,84,0.1429,2,1880.0,0.176,52.5,0,9.4,1,4,5,5,14,4,Star Creators,0,0.19836315266349383
C102052,Beauty & Fashion,Germany,317,15,51.57633630253166,24.492722800911316,315.8,52,742,0.0701,6,717.0,0.221,47.9,0,3.58,11,1,5,3,9,1,At Risk / Dormant,0,0.1082420755120368
C102053,Cooking & Food,Poland,155,5,25.15958792037267,39.40363863826269,82.6,25,138,0.1812,2,401.0,0.575,40.4,0,2.0,0,5,1,2,8,3,Steady Core,0,0.2577655162368197
C102054,Comedy & Lifestyle,Germany,444,8,56.03924067969461,95.23098201892678,711.6,65,1808,0.036,4,661.0,0.341,43.9,0,3.3,1,4,2,3,9,3,Steady Core,0,0.14853244419659845
C102055,Education/Talk,Germany,161,5,37.64925474767629,10.502502826522337,33.0,43,71,0.6056,2,365.0,0.457,46.4,0,1.82,0,5,1,2,8,2,Rising Talent,1,0.8586162825564757
C102056,Music & Dance,Italy,684,10,59.82239229156979,159.986630004777,1595.1,100,3568,0.028,20,4223.0,0.382,34.1,0,21.12,18,1,4,5,10,0,High-Reach Veterans,0,0.029455954016827424
